0: d0, <-2($73), ->1($17)
8432: d416, <-6526($48), ->6525($46)
8433: d485, <-12200($37), ->12199($96)
8434: d485, <-24382($80), ->24381($82)
8435: d623, <-13834($79), ->13833($46)
8436: d623, <-16744($70), ->16743($93)
8437: d564, <-11890($76), ->11889($4)
8438: d564, <-3626($35), ->3625($11)
8439: d759, <-8770($61), ->8769($41)
8440: d759, <-11114($71), ->11113($61)
8441: d641, <-10176($64), ->10175($96)
8442: d641, <-15946($8), ->15945($71)
8443: d58, <-9504($38), ->9503($68)
8444: d58, <-12766($101), ->12765($78)
8445: d122, <-1596($55), ->1595($53)
8446: d122, <-6816($6), ->6815($25)
8447: d180, <-16496($62), ->16495($86)
8448: d180, <-18810($40), ->18809($50)
8449: d433, <-15084($13), ->15083($42)
8450: d433, <-1138($30), ->1137($74)
8451: d584, <-12926($28), ->12925($15)
8452: d584, <-23342($38), ->23341($95)
8453: d397, <-23984($93), ->23983($97)
8454: d397, <-21348($44), ->21347($23)
8455: d457, <-4288($3), ->4287($2)
8456: d457, <-1712($80), ->1711($70)
8457: d97, <-11734($9), ->11733($29)
8458: d97, <-4726($36), ->4725($73)
8459: d673, <-19946($75), ->19945($47)
8460: d673, <-24108($44), ->24107($31)
8461: d153, <-9750($88), ->9749($90)
8462: d153, <-17582($64), ->17581($96)
8463: d661, <-20162($89), ->20161($75)
8464: d661, <-13146($97), ->13145($35)
8465: d530, <-23358($94), ->23357($67)
8466: d530, <-25438($62), ->25437($32)
8467: d137, <-20290($31), ->20289($94)
8468: d137, <-22292($92), ->22291($84)
8469: d537, <-14332($53), ->14331($19)
8470: d537, <-18218($52), ->18217($46)
8471: d532, <-23316($82), ->23315($31)
8472: d532, <-16060($34), ->16059($42)
8473: d188, <-2938($88), ->2937($64)
8474: d188, <-19532($99), ->19531($50)
8475: d29, <-1250($12), ->1249($91)
8476: d29, <-6328($89), ->6327($27)
8477: d697, <-12182($40), ->12181($1)
8478: d697, <-17298($89), ->17297($41)
8479: d211, <-8118($63), ->8117($32)
8480: d211, <-4322($48), ->4321($12)
8481: d279, <-18456($96), ->18455($13)
8482: d279, <-22670($24), ->22669($43)
8483: d749, <-7338($72), ->7337($42)
8484: d749, <-19720($8), ->19719($46)
8485: d692, <-19562($11), ->19561($98)
8486: d692, <-10776($65), ->10775($13)
8487: d197, <-3858($56), ->3857($18)
8488: d197, <-5146($26), ->5145($16)
8489: d464, <-24934($79), ->24933($76)
8490: d464, <-16220($18), ->16219($17)
8491: d637, <-22740($58), ->22739($68)
8492: d637, <-18488($79), ->18487($25)
8493: d222, <-2032($85), ->2031($1)
8494: d222, <-8666($86), ->8665($28)
8495: d386, <-14878($19), ->14877($4)
8496: d386, <-13488($34), ->13487($37)
8497: d727, <-25076($94), ->25075($82)
8498: d727, <-14028($72), ->14027($70)
8499: d152, <-2564($73), ->2563($48)
8500: d152, <-14006($52), ->14005($19)
8501: d681, <-24946($64), ->24945($39)
8502: d681, <-19434($31), ->19433($29)
8503: d501, <-15058($64), ->15057($77)
8504: d501, <-4882($30), ->4881($95)
8505: d243, <-12300($7), ->12299($55)
8506: d243, <-15388($80), ->15387($14)
8507: d497, <-1130($9), ->1129($49)
8508: d497, <-8154($15), ->8153($27)
8509: d29, <-9552($74), ->9551($17)
8510: d29, <-18224($97), ->18223($69)
8511: d739, <-8176($53), ->8175($28)
8512: d739, <-19580($88), ->19579($65)
8513: d175, <-304($19), ->303($5)
8514: d175, <-21512($88), ->21511($94)
8515: d451, <-18238($42), ->18237($63)
8516: d451, <-4316($44), ->4315($58)
8517: d427, <-6702($21), ->6701($33)
8518: d427, <-7062($44), ->7061($58)
8519: d478, <-7484($38), ->7483($18)
8520: d478, <-1752($27), ->1751($30)
8521: d496, <-4948($90), ->4947($81)
8522: d496, <-18544($24), ->18543($57)
8523: d435, <-316($40), ->315($36)
8524: d435, <-14704($87), ->14703($75)
8525: d357, <-14150($13), ->14149($95)
8526: d357, <-5312($17), ->5311($96)
8527: d715, <-3302($61), ->3301($96)
8528: d715, <-16174($14), ->16173($84)
8529: d96, <-3288($13), ->3287($83)
8530: d96, <-9494($56), ->9493($64)
8531: d787, <-13118($41), ->13117($67)
8532: d787, <-18528($95), ->18527($51)
8533: d565, <-20168($74), ->20167($87)
8534: d565, <-17944($52), ->17943($8)
8535: d723, <-24362($25), ->24361($86)
8536: d723, <-8840($61), ->8839($4)
8537: d422, <-13988($64), ->13987($91)
8538: d422, <-17266($32), ->17265($54)
8539: d763, <-14992($51), ->14991($17)
8540: d763, <-22130($9), ->22129($83)
8541: d681, <-19196($86), ->19195($21)
8542: d681, <-2812($49), ->2811($43)
8543: d154, <-10084($34), ->10083($26)
8544: d154, <-23864($12), ->23863($70)
8545: d74, <-13064($35), ->13063($84)
8546: d74, <-8652($18), ->8651($2)
8547: d657, <-18730($64), ->18729($52)
8548: d657, <-3698($56), ->3697($54)
8549: d456, <-3038($59), ->3037($55)
8550: d456, <-21910($63), ->21909($32)
8551: d506, <-9064($17), ->9063($84)
8552: d506, <-12066($49), ->12065($89)
8553: d530, <-14616($34), ->14615($15)
8554: d530, <-21438($12), ->21437($69)
8555: d483, <-7280($43), ->7279($73)
8556: d483, <-1156($26), ->1155($53)
8557: d746, <-21298($84), ->21297($87)
8558: d746, <-24338($26), ->24337($61)
8559: d281, <-7918($78), ->7917($16)
8560: d281, <-24544($56), ->24543($77)
8561: d731, <-16748($58), ->16747($10)
8562: d731, <-22374($55), ->22373($42)
8563: d186, <-11146($28), ->11145($37)
8564: d186, <-24034($101), ->24033($70)
8565: d720, <-20758($45), ->20757($77)
8566: d720, <-10762($88), ->10761($60)
8567: d123, <-7056($29), ->7055($64)
8568: d123, <-506($54), ->505($51)
8569: d162, <-22218($64), ->22217($45)
8570: d162, <-12326($13), ->12325($6)
8571: d25, <-22164($36), ->22163($20)
8572: d25, <-3426($95), ->3425($15)
8573: d642, <-17844($64), ->17843($86)
8574: d642, <-4892($101), ->4891($44)
8575: d109, <-10796($42), ->10795($91)
8576: d109, <-19748($20), ->19747($83)
8577: d530, <-24342($101), ->24341($21)
8578: d530, <-5816($23), ->5815($78)
8579: d770, <-24504($7), ->24503($46)
8580: d770, <-6168($93), ->6167($59)
8581: d659, <-3170($59), ->3169($52)
8582: d659, <-988($81), ->987($3)
8583: d596, <-7548($12), ->7547($96)
8584: d596, <-19978($77), ->19977($17)
8585: d586, <-4712($58), ->4711($91)
8586: d586, <-7442($21), ->7441($57)
8587: d419, <-20938($83), ->20937($58)
8588: d419, <-23118($92), ->23117($68)
8589: d136, <-14142($21), ->14141($62)
8590: d136, <-11276($14), ->11275($7)
8591: d603, <-3916($27), ->3915($92)
8592: d603, <-3022($7), ->3021($86)
8593: d421, <-10874($57), ->10873($3)
8594: d421, <-6518($79), ->6517($71)
8595: d182, <-13262($45), ->13261($72)
8596: d182, <-24924($44), ->24923($37)
8597: d432, <-10148($20), ->10147($99)
8598: d432, <-22184($42), ->22183($30)
8599: d291, <-21198($71), ->21197($83)
8600: d291, <-1576($100), ->1575($38)
8601: d381, <-12718($77), ->12717($21)
8602: d381, <-12056($52), ->12055($41)
8603: d371, <-7060($71), ->7059($33)
8604: d371, <-14750($98), ->14749($62)
8605: d458, <-5096($25), ->5095($38)
8606: d458, <-6534($40), ->6533($64)
8607: d766, <-4670($2), ->4669($37)
8608: d766, <-6174($24), ->6173($29)
8609: d396, <-4230($50), ->4229($74)
8610: d396, <-12262($66), ->12261($26)
8611: d337, <-596($100), ->595($49)
8612: d337, <-15022($54), ->15021($34)
8613: d695, <-14606($81), ->14605($38)
8614: d695, <-2508($57), ->2507($30)
8615: d16, <-16310($70), ->16309($53)
8616: d16, <-7968($24), ->7967($73)
8617: d8, <-6710($77), ->6709($81)
8618: d8, <-25020($17), ->25019($92)
8619: d85, <-5826($4), ->5825($59)
8620: d85, <-6566($39), ->6565($46)
8621: d279, <-7044($42), ->7043($23)
8622: d279, <-13098($30), ->13097($10)
8623: d192, <-3662($54), ->3661($47)
8624: d192, <-22594($35), ->22593($38)
8625: d323, <-6302($64), ->6301($80)
8626: d323, <-20666($18), ->20665($83)
8627: d574, <-3478($11), ->3477($86)
8628: d574, <-892($85), ->891($46)
8629: d473, <-9922($68), ->9921($69)
8630: d473, <-4298($40), ->4297($5)
8631: d265, <-17080($63), ->17079($48)
8632: d265, <-11182($22), ->11181($13)
8633: d54, <-21252($43), ->21251($25)
8634: d54, <-20598($26), ->20597($61)
8635: d441, <-20450($69), ->20449($96)
8636: d441, <-22116($88), ->22115($6)
8637: d742, <-6952($2), ->6951($73)
8638: d742, <-18036($69), ->18035($13)
8639: d461, <-15110($4), ->15109($12)
8640: d461, <-7422($75), ->7421($34)
8641: d40, <-21760($12), ->21759($28)
8642: d40, <-10358($32), ->10357($93)
8643: d462, <-1512($3), ->1511($58)
8644: d462, <-17214($40), ->17213($17)
8645: d384, <-22556($97), ->22555($63)
8646: d384, <-16206($14), ->16205($91)
8647: d120, <-11666($45), ->11665($93)
8648: d120, <-8342($15), ->8341($44)
8649: d678, <-5668($67), ->5667($66)
8650: d678, <-5376($58), ->5375($11)
8651: d75, <-19486($29), ->19485($78)
8652: d75, <-106($66), ->105($17)
8653: d348, <-16636($79), ->16635($65)
8654: d348, <-144($2), ->143($12)
8655: d365, <-16524($47), ->16523($2)
8656: d365, <-19938($33), ->19937($83)
8657: d104, <-24200($84), ->24199($13)
8658: d104, <-20118($98), ->20117($8)
8659: d45, <-23992($36), ->23991($33)
8660: d45, <-4422($19), ->4421($66)
8661: d734, <-1422($66), ->1421($36)
8662: d734, <-16502($52), ->16501($30)
8663: d665, <-23586($92), ->23585($48)
8664: d665, <-24402($31), ->24401($71)
8665: d223, <-13166($5), ->13165($58)
8666: d223, <-17272($29), ->17271($75)
8667: d549, <-18290($22), ->18289($29)
8668: d549, <-4362($37), ->4361($4)
8669: d769, <-16006($41), ->16005($99)
8670: d769, <-11776($21), ->11775($26)
8671: d391, <-12626($60), ->12625($5)
8672: d391, <-22224($88), ->22223($80)
8673: d264, <-3084($52), ->3083($47)
8674: d264, <-7200($40), ->7199($96)
8675: d109, <-12404($14), ->12403($70)
8676: d109, <-23920($45), ->23919($53)
8677: d581, <-21212($24), ->21211($12)
8678: d581, <-7032($88), ->7031($83)
8679: d740, <-10784($59), ->10783($44)
8680: d740, <-14092($8), ->14091($57)
8681: d660, <-7036($58), ->7035($82)
8682: d660, <-20124($75), ->20123($53)
8683: d661, <-17316($86), ->17315($32)
8684: d661, <-15982($73), ->15981($83)
8685: d202, <-1282($53), ->1281($97)
8686: d202, <-2146($4), ->2145($78)
8687: d555, <-1012($61), ->1011($31)
8688: d555, <-4428($67), ->4427($42)
8689: d551, <-20022($27), ->20021($4)
8690: d551, <-14946($48), ->14945($4)
8691: d304, <-19428($45), ->19427($82)
8692: d304, <-4728($57), ->4727($85)
8693: d189, <-6216($97), ->6215($33)
8694: d189, <-7384($64), ->7383($7)
8695: d361, <-11068($73), ->11067($15)
8696: d361, <-21630($64), ->21629($12)
8697: d751, <-12040($60), ->12039($3)
8698: d751, <-9364($63), ->9363($69)
8699: d50, <-11286($35), ->11285($64)
8700: d50, <-4996($66), ->4995($70)
8701: d776, <-5790($26), ->5789($14)
8702: d776, <-14798($60), ->14797($62)
8703: d128, <-18550($54), ->18549($5)
8704: d128, <-1858($2), ->1857($92)
8705: d505, <-8552($97), ->8551($90)
8706: d505, <-6862($64), ->6861($11)
8707: d75, <-13280($6), ->13279($65)
8708: d75, <-22416($53), ->22415($90)
8709: d276, <-6674($93), ->6673($97)
8710: d276, <-14852($26), ->14851($45)
8711: d103, <-1032($37), ->1031($26)
8712: d103, <-9654($70), ->9653($80)
8713: d592, <-5252($5), ->5251($36)
8714: d592, <-16292($87), ->16291($35)
8715: d701, <-15480($39), ->15479($22)
8716: d701, <-18524($77), ->18523($50)
8717: d50, <-11544($72), ->11543($39)
8718: d50, <-21942($35), ->21941($49)
8719: d489, <-19192($71), ->19191($73)
8720: d489, <-14144($53), ->14143($87)
8721: d524, <-20832($4), ->20831($17)
8722: d524, <-4194($16), ->4193($70)
8723: d273, <-2432($22), ->2431($20)
8724: d273, <-9404($47), ->9403($3)
8725: d518, <-24378($83), ->24377($11)
8726: d518, <-2112($94), ->2111($81)
8727: d188, <-3680($27), ->3679($35)
8728: d188, <-10870($29), ->10869($20)
8729: d539, <-23716($75), ->23715($95)
8730: d539, <-14432($68), ->14431($56)
8731: d584, <-1478($85), ->1477($56)
8732: d584, <-17474($20), ->17473($100)
8733: d20, <-23660($43), ->23659($80)
8734: d20, <-14476($14), ->14475($46)
8735: d400, <-16074($63), ->16073($60)
8736: d400, <-14976($72), ->14975($24)
8737: d184, <-10732($6), ->10731($50)
8738: d184, <-3682($95), ->3681($42)
8739: d116, <-11296($37), ->11295($34)
8740: d116, <-10636($48), ->10635($77)
8741: d12, <-15592($54), ->15591($39)
8742: d12, <-3924($58), ->3923($86)
8743: d35, <-24368($98), ->24367($2)
8744: d35, <-23512($16), ->23511($2)
8745: d634, <-10594($23), ->10593($74)
8746: d634, <-5224($85), ->5223($59)
8747: d416, <-16090($4), ->16089($37)
8748: d416, <-6526($48), ->6525($46)
8749: d690, <-13406($5), ->13405($36)
8750: d690, <-15734($32), ->15733($76)
8751: d262, <-13310($43), ->13309($76)
8752: d262, <-258($55), ->257($82)
8753: d375, <-7542($26), ->7541($65)
8754: d375, <-1456($12), ->1455($89)
8755: d275, <-13252($35), ->13251($55)
8756: d275, <-18608($29), ->18607($66)
8757: d5, <-5742($24), ->5741($71)
8758: d5, <-8388($67), ->8387($68)
8759: d678, <-11816($37), ->11815($54)
8760: d678, <-20556($5), ->20555($13)
8761: d44, <-8660($92), ->8659($57)
8762: d44, <-3714($55), ->3713($76)
8763: d248, <-24056($83), ->24055($41)
8764: d248, <-13666($20), ->13665($99)
8765: d201, <-6422($70), ->6421($15)
8766: d201, <-13390($3), ->13389($68)
8767: d248, <-4332($46), ->4331($65)
8768: d248, <-2262($97), ->2261($39)
8769: d760, <-13498($96), ->13497($91)
8770: d760, <-9134($46), ->9133($75)
8771: d151, <-8500($100), ->8499($73)
8772: d151, <-25236($98), ->25235($42)
8773: d239, <-20604($27), ->20603($5)
8774: d239, <-16214($37), ->16213($70)
8775: d95, <-13468($35), ->13467($2)
8776: d95, <-21398($2), ->21397($71)
8777: d89, <-13148($6), ->13147($87)
8778: d89, <-11082($84), ->11081($78)
8779: d251, <-14912($66), ->14911($87)
8780: d251, <-16256($52), ->16255($61)
8781: d743, <-470($5), ->469($98)
8782: d743, <-13824($9), ->13823($65)
8783: d414, <-1290($30), ->1289($74)
8784: d414, <-10052($24), ->10051($54)
8785: d353, <-4496($65), ->4495($26)
8786: d353, <-18286($44), ->18285($38)
8787: d448, <-19598($53), ->19597($1)
8788: d448, <-25362($87), ->25361($17)
8789: d766, <-14930($7), ->14929($60)
8790: d766, <-16326($15), ->16325($46)
8791: d13, <-18576($47), ->18575($17)
8792: d13, <-10476($17), ->10475($19)
8793: d670, <-11066($29), ->11065($68)
8794: d670, <-7986($65), ->7985($36)
8795: d12, <-5316($100), ->5315($83)
8796: d12, <-20554($78), ->20553($30)
8797: d536, <-17366($88), ->17365($95)
8798: d536, <-8470($66), ->8469($68)
8799: d683, <-17152($19), ->17151($22)
8800: d683, <-25048($70), ->25047($95)
8801: d320, <-7860($37), ->7859($6)
8802: d320, <-17574($79), ->17573($81)
8803: d253, <-4056($11), ->4055($66)
8804: d253, <-9098($50), ->9097($17)
8805: d678, <-16058($74), ->16057($16)
8806: d678, <-25500($97), ->25499($8)
8807: d433, <-20628($50), ->20627($24)
8808: d433, <-16956($50), ->16955($34)
8809: d663, <-4036($10), ->4035($82)
8810: d663, <-11346($31), ->11345($96)
8811: d56, <-5526($30), ->5525($28)
8812: d56, <-6020($18), ->6019($45)
8813: d218, <-402($23), ->401($17)
8814: d218, <-3762($95), ->3761($98)
8815: d324, <-7108($33), ->7107($53)
8816: d324, <-24606($68), ->24605($35)
8817: d282, <-10254($81), ->10253($45)
8818: d282, <-20624($64), ->20623($17)
8819: d539, <-2920($16), ->2919($86)
8820: d539, <-14432($68), ->14431($56)
8821: d521, <-24914($57), ->24913($6)
8822: d521, <-22748($59), ->22747($37)
8823: d371, <-8860($65), ->8859($7)
8824: d371, <-7060($71), ->7059($33)
8825: d379, <-22206($41), ->22205($59)
8826: d379, <-23968($6), ->23967($59)
8827: d182, <-4634($28), ->4633($100)
8828: d182, <-16278($67), ->16277($64)
8829: d141, <-3630($17), ->3629($28)
8830: d141, <-9934($77), ->9933($21)
8831: d117, <-1850($3), ->1849($64)
8832: d117, <-23010($51), ->23009($25)
8833: d656, <-9088($7), ->9087($95)
8834: d656, <-8548($35), ->8547($45)
8835: d700, <-3960($47), ->3959($98)
8836: d700, <-13644($17), ->13643($12)
8837: d523, <-23188($34), ->23187($63)
8838: d523, <-13492($61), ->13491($9)
8839: d724, <-14820($59), ->14819($1)
8840: d724, <-24642($41), ->24641($35)
8841: d415, <-16500($47), ->16499($50)
8842: d415, <-24088($46), ->24087($4)
8843: d546, <-5848($37), ->5847($2)
8844: d546, <-5338($77), ->5337($36)
8845: d595, <-2888($88), ->2887($5)
8846: d595, <-8584($6), ->8583($100)
8847: d282, <-22780($10), ->22779($35)
8848: d282, <-6820($12), ->6819($92)
8849: d682, <-4390($91), ->4389($9)
8850: d682, <-20684($17), ->20683($60)
8851: d275, <-6470($72), ->6469($77)
8852: d275, <-8966($26), ->8965($52)
8853: d672, <-9700($99), ->9699($98)
8854: d672, <-15896($80), ->15895($99)
8855: d139, <-7880($96), ->7879($69)
8856: d139, <-23024($91), ->23023($63)
8857: d85, <-6566($39), ->6565($46)
8858: d85, <-12672($75), ->12671($79)
8859: d372, <-9598($81), ->9597($54)
8860: d372, <-21056($35), ->21055($31)
8861: d375, <-5856($38), ->5855($47)
8862: d375, <-1296($31), ->1295($18)
8863: d259, <-18208($94), ->18207($11)
8864: d259, <-3264($18), ->3263($91)
8865: d712, <-24042($12), ->24041($40)
8866: d712, <-6068($12), ->6067($44)
8867: d155, <-12666($51), ->12665($75)
8868: d155, <-8246($53), ->8245($5)
8869: d35, <-13866($18), ->13865($13)
8870: d35, <-6444($98), ->6443($26)
8871: d256, <-824($72), ->823($5)
8872: d256, <-24796($87), ->24795($57)
8873: d256, <-6898($78), ->6897($26)
8874: d256, <-14454($22), ->14453($10)
8875: d738, <-22764($56), ->22763($9)
8876: d738, <-2030($81), ->2029($58)
8877: d229, <-6474($71), ->6473($20)
8878: d229, <-18160($88), ->18159($43)
8879: d733, <-11686($1), ->11685($30)
8880: d733, <-5154($94), ->5153($18)
8881: d374, <-10014($92), ->10013($42)
8882: d374, <-2316($37), ->2315($35)
8883: d314, <-24500($66), ->24499($77)
8884: d314, <-18030($73), ->18029($60)
8885: d295, <-11262($23), ->11261($87)
8886: d295, <-21302($41), ->21301($17)
8887: d297, <-25332($51), ->25331($39)
8888: d297, <-7290($3), ->7289($12)
8889: d244, <-6712($54), ->6711($52)
8890: d244, <-7194($91), ->7193($8)
8891: d559, <-1742($39), ->1741($53)
8892: d559, <-17284($78), ->17283($73)
8893: d572, <-10246($64), ->10245($39)
8894: d572, <-2434($8), ->2433($69)
8895: d50, <-2618($16), ->2617($68)
8896: d50, <-11668($58), ->11667($29)
8897: d469, <-19468($82), ->19467($71)
8898: d469, <-9692($100), ->9691($71)
8899: d123, <-19916($37), ->19915($31)
8900: d123, <-21560($26), ->21559($38)
8901: d716, <-13344($38), ->13343($6)
8902: d716, <-14792($61), ->14791($54)
8903: d567, <-14368($9), ->14367($95)
8904: d567, <-22682($51), ->22681($25)
8905: d120, <-17782($79), ->17781($100)
8906: d120, <-6102($97), ->6101($20)
8907: d309, <-19892($24), ->19891($37)
8908: d309, <-19258($34), ->19257($9)
8909: d589, <-17210($4), ->17209($48)
8910: d589, <-4454($100), ->4453($10)
8911: d70, <-1912($48), ->1911($99)
8912: d70, <-13840($89), ->13839($13)
8913: d445, <-13446($64), ->13445($77)
8914: d445, <-4910($48), ->4909($57)
8915: d130, <-21564($3), ->21563($22)
8916: d130, <-9962($94), ->9961($25)
8917: d277, <-12698($42), ->12697($14)
8918: d277, <-19036($87), ->19035($45)
8919: d459, <-5936($74), ->5935($21)
8920: d459, <-22582($19), ->22581($98)
8921: d224, <-7920($21), ->7919($44)
8922: d224, <-23600($98), ->23599($95)
8923: d389, <-20460($10), ->20459($93)
8924: d389, <-14844($78), ->14843($66)
8925: d583, <-18200($6), ->18199($4)
8926: d583, <-23026($56), ->23025($81)
8927: d606, <-6336($35), ->6335($9)
8928: d606, <-15682($47), ->15681($3)
8929: d191, <-3060($16), ->3059($51)
8930: d191, <-8288($62), ->8287($6)
8931: d720, <-10202($69), ->10201($95)
8932: d720, <-2752($16), ->2751($3)
8933: d728, <-24138($97), ->24137($77)
8934: d728, <-9350($53), ->9349($52)
8935: d686, <-6888($64), ->6887($46)
8936: d686, <-15990($22), ->15989($60)
8937: d149, <-11568($1), ->11567($3)
8938: d149, <-9950($24), ->9949($93)
8939: d594, <-15880($20), ->15879($66)
8940: d594, <-8846($65), ->8845($71)
8941: d583, <-206($43), ->205($3)
8942: d583, <-21280($24), ->21279($59)
8943: d738, <-290($83), ->289($87)
8944: d738, <-22764($56), ->22763($9)
8945: d328, <-17814($51), ->17813($13)
8946: d328, <-18948($92), ->18947($64)
8947: d426, <-9600($1), ->9599($41)
8948: d426, <-3380($30), ->3379($79)
8949: d455, <-20282($41), ->20281($39)
8950: d455, <-16250($88), ->16249($4)
8951: d439, <-5342($12), ->5341($31)
8952: d439, <-15636($19), ->15635($79)
8953: d280, <-16896($78), ->16895($19)
